Age,Gender,City,Account Type,Account Balance,Account Balance After Transaction,Credit Limit,Credit Card Balance
46,Male,Denver,Savings,4733.53,4336.67,5241.73,4508.19
60,Female,San Antonio,Savings,6546.96,3636.68,1199.78,2731.22
24,Male,Milwaukee,Savings,8746.98,10651.62,5840.1,1911.66
48,Female,Seattle,Current,3289.56,3565.59,8535.6,4121.92
34,Female,Omaha,Savings,7911.35,11786.04,5122.55,3013.96
47,Male,Columbus,Savings,7909.39,5172.15,9204.49,3925.73
42,Female,Colorado Springs,Savings,8257.72,11837.2,2925.67,3506.6
45,Female,Mesa,Current,1975.7,3882.51,2823.83,2369.44
53,Male,San Francisco,Current,9632.12,5332.61,6387.41,3285.93
24,Male,Atlanta,Current,2820.33,3248.03,8291.91,3790.04
52,Other,Dallas,Savings,7790.47,6616.04,1043.94,3489.17
37,Female,Oklahoma City,Current,1706.83,5681.9,3282.94,1610.63
31,Female,Louisville,Savings,9249.85,14023.7,3236.82,1974.66
67,Other,Oklahoma City,Current,4335.67,8569.43,5606.95,4758.09
67,Other,Mesa,Current,6719.67,7881.66,6553.07,1549.21
47,Male,Portland,Savings,8516.9,10266.11,5884.35,4061.7
18,Other,San Diego,Current,2895.63,6725.46,3197.06,928.55
55,Male,Albuquerque,Current,3951.06,-780.84,8837.35,1959.76
58,Male,New York,Current,3202.55,4655.89,7969.0,1691.4
42,Male,San Francisco,Current,2900.42,962.57,6722.13,3078.4
51,Female,Dallas,Current,5151.98,5027.85,4348.47,4641.88
25,Female,Oklahoma City,Savings,5512.78,8039.75,3952.84,3614.34
37,Male,Albuquerque,Savings,860.55,1310.48,7677.34,748.88
47,Other,Los Angeles,Current,6765.6,6328.49,2107.4,3612.82
21,Female,Albuquerque,Savings,4258.01,8066.98,1304.63,95.19
38,Female,Dallas,Savings,8906.34,7180.18,9711.26,3317.97
44,Other,Baltimore,Current,8866.67,4187.83,9544.46,4392.36
27,Female,Oklahoma City,Current,7228.92,3645.66,9485.03,1824.53
40,Other,Kansas City,Savings,8552.45,10033.31,5927.81,3588.03
50,Other,New York,Current,9232.89,12645.48,1870.74,3160.65
28,Female,Phoenix,Savings,5815.56,10144.9,5501.71,462.02
58,Other,Sacramento,Savings,9721.87,7536.04,4240.53,1549.68
36,Other,Mesa,Current,9558.45,6745.21,6212.55,3408.5
28,Male,New York,Current,1187.84,2283.11,9097.18,144.26
21,Male,Columbus,Savings,5275.27,3258.25,5204.07,2744.45
40,Female,Dallas,Savings,1233.23,-1666.23,8354.9,2727.16
22,Other,Baltimore,Current,6872.92,9954.16,5412.87,3907.07
66,Female,Las Vegas,Current,7676.23,4073.26,9563.42,4885.05
67,Female,Houston,Current,8858.31,13645.5,5245.69,246.72
22,Male,Columbus,Current,6535.09,2340.79,7401.14,460.8
35,Other,Boston,Current,4594.53,335.11,5116.7,1538.35
34,Female,Houston,Current,1643.78,4435.77,4626.58,2872.86
20,Female,Boston,Savings,1338.53,609.1,7737.92,95.74
60,Male,Jacksonville,Savings,4908.11,1727.0,7705.79,1455.91
66,Male,Sacramento,Current,8342.22,10379.45,2955.23,599.86
25,Male,San Antonio,Savings,7532.12,7363.23,4683.84,3136.34
57,Female,San Jose,Savings,8819.94,7837.62,1077.18,3565.98
40,Other,Houston,Savings,8128.8,4331.02,1165.86,109.91
40,Male,Mesa,Savings,2134.12,5292.84,2304.31,4676.89
19,Male,Columbus,Savings,2083.21,-2809.16,7865.99,3683.87
56,Other,Seattle,Savings,4634.33,9252.32,1678.4,1648.42
38,Female,San Diego,Savings,1992.44,-982.91,9465.42,3611.36
69,Female,Albuquerque,Savings,1956.0,2739.16,2741.98,2278.39
41,Other,Portland,Current,2751.01,1062.64,8977.73,3390.92
55,Male,Atlanta,Current,323.42,-849.3,9554.05,2109.73
37,Other,El Paso,Current,5756.29,8114.17,4846.64,2209.57
67,Female,San Antonio,Current,4026.41,8031.27,5704.52,944.26
56,Female,Fort Worth,Savings,2450.22,6561.24,3886.24,4335.68
67,Male,Boston,Current,1428.82,530.27,9095.98,4565.28
44,Male,Chicago,Current,4612.92,1862.97,5589.49,1995.42
61,Other,Detroit,Savings,6059.39,9446.29,9834.0,1935.49
56,Female,Houston,Current,9735.45,7746.26,9720.5,790.82
24,Female,Mesa,Current,2612.86,7140.99,9569.47,1621.15
50,Other,Charlotte,Savings,360.72,-1440.79,4206.34,4010.36
46,Male,Albuquerque,Current,7386.55,9842.32,1741.24,2082.08
27,Female,Memphis,Current,2428.18,5366.49,7021.95,3930.41
27,Female,Jacksonville,Savings,4894.21,2751.72,8860.51,4271.74
29,Male,Nashville,Savings,8101.43,3282.89,4191.02,1714.93
20,Female,Indianapolis,Current,466.07,4270.79,9664.5,4942.18
20,Male,Denver,Current,1501.04,5648.17,9196.74,2973.39
30,Other,Memphis,Current,1071.94,-2693.68,6666.72,1680.27
62,Male,Seattle,Savings,2413.89,5358.54,2050.36,576.07
48,Male,Indianapolis,Current,1813.02,1963.56,9033.38,1598.73
44,Other,New York,Current,3234.36,-591.71,2105.28,742.91
23,Female,Los Angeles,Current,7488.42,10555.76,5706.93,3832.44
44,Female,Charlotte,Current,519.2,106.34,1173.1,1309.09
52,Male,Colorado Springs,Savings,830.26,228.54,2391.22,1724.92
64,Male,Louisville,Savings,5686.81,3275.66,6073.59,1593.72
26,Other,New York,Current,5250.57,984.91,1013.59,3013.08
23,Other,Phoenix,Current,4793.34,7566.54,2362.44,1770.13
23,Female,Washington,Savings,5207.5,9806.38,2986.23,719.17
57,Female,Mesa,Savings,7446.18,3366.07,1384.77,3129.14
43,Other,San Jose,Savings,5803.53,8961.14,6217.06,2537.87
60,Male,New York,Savings,4624.03,3050.35,7875.26,3791.95
36,Other,Indianapolis,Current,909.33,-3355.81,1337.86,1278.34
33,Female,Washington,Savings,9750.23,13049.6,4746.32,4307.99
58,Male,Albuquerque,Savings,2469.4,5237.7,5884.56,1908.58
40,Other,Indianapolis,Current,8704.66,6196.55,5701.0,3115.98
28,Female,Charlotte,Current,3851.88,2779.95,5364.23,4955.96
33,Male,Fort Worth,Current,6870.97,6782.43,1860.02,3448.83
46,Male,New York,Current,4595.88,1010.51,3239.43,2584.82
55,Male,San Francisco,Current,3606.21,8205.07,9349.72,1347.36
66,Male,Louisville,Current,6181.62,5255.15,2648.74,1994.25
65,Male,San Antonio,Current,5407.45,10081.72,8057.25,436.29
37,Other,Dallas,Savings,2401.08,2032.24,2323.05,1258.94
38,Male,Washington,Savings,3428.79,661.99,7672.95,1699.99
45,Other,Detroit,Current,440.33,-146.31,7109.48,4201.91
67,Male,Fort Worth,Savings,2016.48,-2430.15,9929.85,462.86
50,Female,San Antonio,Savings,3424.75,3949.92,2383.62,2049.81
67,Male,Charlotte,Current,9724.0,8461.24,3483.82,2559.35
57,Other,Kansas City,Savings,5318.18,1286.57,8584.07,4787.82
43,Female,Nashville,Savings,7037.88,10483.43,6013.52,1874.57
27,Female,Columbus,Savings,6768.64,4821.88,3965.94,4900.98
51,Other,Los Angeles,Savings,9810.79,5625.31,2354.41,2489.95
26,Female,San Diego,Current,5601.09,8783.23,6017.69,3555.5
53,Other,Philadelphia,Savings,5896.39,4590.1,5343.58,461.15
28,Male,Atlanta,Savings,3070.69,6774.63,3217.79,3440.5
27,Male,Atlanta,Current,6298.57,4626.6,6658.91,487.24
63,Other,Tucson,Savings,7601.47,11682.0,7143.66,2670.5
24,Male,Philadelphia,Current,1122.21,-2787.94,5988.36,1675.52
68,Female,Detroit,Savings,4853.23,3303.72,6992.08,1610.52
55,Male,Colorado Springs,Savings,4276.81,3749.59,3300.11,418.61
33,Male,Atlanta,Current,1224.49,-2881.24,9141.14,3452.11
68,Female,Columbus,Current,3478.75,5307.35,1476.89,2768.01
43,Female,Atlanta,Current,5398.27,7031.63,2533.52,1963.93
49,Male,San Diego,Savings,6533.71,6432.93,3002.55,4883.15
48,Male,Colorado Springs,Current,2960.05,6592.16,9580.2,151.63
68,Male,San Jose,Current,4815.37,3437.77,3580.64,3234.16
49,Other,San Jose,Savings,7367.39,5182.39,9386.59,2372.56
62,Other,Omaha,Current,4280.25,-219.73,5291.68,4270.9
29,Male,Louisville,Savings,9413.65,10048.93,7461.64,3889.25
44,Male,Seattle,Savings,403.99,204.17,3500.63,782.53
39,Female,Denver,Current,2676.25,5483.19,7329.18,1854.3
32,Male,Kansas City,Current,1420.57,-2081.7,8833.21,3531.23
25,Male,Albuquerque,Savings,5458.78,2813.21,6195.07,2066.6
21,Other,Washington,Current,1856.0,3560.49,9215.49,3427.68
69,Other,Los Angeles,Savings,7444.22,9257.76,4499.95,4331.35
25,Other,San Jose,Current,9191.67,8434.93,6581.92,3615.76
40,Female,El Paso,Current,2151.28,585.82,3506.01,2702.51
33,Male,Boston,Savings,9076.95,12873.79,2336.1,3966.83
65,Other,Louisville,Savings,6354.38,8855.09,2459.99,4386.1
51,Female,Austin,Current,2042.09,6496.97,4996.32,2016.84
39,Male,Tucson,Savings,7391.8,6543.47,9435.64,4283.44
66,Male,Las Vegas,Current,999.65,-1218.04,3674.66,4019.48
40,Female,Los Angeles,Current,6952.27,10463.29,1842.35,2052.89
22,Male,Baltimore,Savings,8626.49,9995.21,5018.73,290.37
54,Female,San Francisco,Savings,9508.72,10850.28,2280.51,4503.81
61,Female,Omaha,Savings,639.86,102.91,2891.36,1162.88
24,Other,Fresno,Current,713.16,5178.89,9204.53,4382.96
54,Female,Kansas City,Current,9311.01,8440.09,6784.32,3522.77
43,Other,Washington,Savings,7916.97,12767.9,5682.93,4949.65
45,Male,Phoenix,Savings,7765.24,5515.54,3021.89,1037.54
21,Other,Omaha,Current,7451.96,12361.07,1840.91,1445.46
66,Female,Indianapolis,Current,7201.56,7412.92,9480.44,462.65
49,Other,San Jose,Savings,6170.91,3331.12,5821.37,4945.33
55,Male,Detroit,Savings,8146.13,4688.84,2170.56,3098.04
63,Other,Milwaukee,Current,438.31,3024.89,5155.99,1344.75
26,Male,Colorado Springs,Current,7428.99,10283.8,6532.25,2419.04
53,Female,El Paso,Savings,5870.88,8567.5,7187.85,4855.8
43,Other,Fort Worth,Current,9083.85,9839.64,1820.78,1737.14
28,Male,Columbus,Current,9370.1,6705.88,7355.79,4041.74
37,Male,Seattle,Current,2489.17,5202.4,7985.69,652.32
65,Other,Portland,Savings,7915.65,6131.3,4308.51,3635.43
65,Other,Louisville,Current,9574.29,12615.63,7024.44,1909.54
65,Other,Seattle,Savings,2739.83,4805.23,1888.16,969.34
55,Other,Indianapolis,Current,8525.74,4747.52,9946.04,4403.62
32,Other,Indianapolis,Current,5906.64,6107.31,1649.43,2749.46
52,Male,San Jose,Savings,4010.45,4070.11,2826.78,1877.1
26,Female,Memphis,Savings,8253.73,5629.36,7829.31,2021.17
50,Male,Dallas,Current,8715.96,13662.18,9639.11,364.71
28,Other,Detroit,Savings,2898.2,5131.05,3293.19,2464.02
39,Other,Louisville,Savings,7965.18,8034.46,1886.6,3626.94
23,Female,San Jose,Savings,591.65,2184.01,2271.87,4115.38
54,Other,Mesa,Current,4234.86,1893.28,7149.12,4157.79
67,Female,Dallas,Savings,790.87,5297.5,5591.11,4218.76
38,Other,Columbus,Current,3008.97,3624.17,8948.69,4240.39
29,Male,Fort Worth,Savings,9508.61,14131.32,1907.56,2344.57
24,Female,Albuquerque,Savings,7373.9,12075.27,5512.83,2165.4
19,Male,Kansas City,Current,7580.44,4372.06,6512.83,554.89
56,Other,Chicago,Current,1431.42,2565.08,8763.4,1457.69
58,Male,Indianapolis,Savings,5828.99,8517.16,5983.59,1127.45
41,Male,Oklahoma City,Current,3949.47,-135.62,2642.81,3052.19
43,Male,Albuquerque,Current,7368.38,5571.73,8999.33,1618.97
42,Female,El Paso,Savings,1655.15,6182.66,8791.87,2664.49
37,Female,San Francisco,Savings,2891.02,2447.28,8858.99,1888.98
57,Female,Indianapolis,Current,8995.87,10538.72,6282.26,4450.71
58,Male,Kansas City,Savings,1780.82,-3185.24,9669.91,2123.89
59,Male,San Diego,Current,6360.88,9284.41,6000.32,4190.41
61,Other,Denver,Current,3220.0,264.19,2338.03,205.98
19,Female,Baltimore,Current,910.66,2117.61,4595.28,163.99
59,Other,Fresno,Savings,2314.46,6603.67,8424.06,3652.63
52,Male,Columbus,Current,8707.15,10858.27,9805.47,3548.32
50,Female,Washington,Savings,9114.44,13084.2,8478.24,117.01
34,Other,San Francisco,Current,4256.35,8311.66,4269.12,2438.64
39,Male,Charlotte,Current,6246.92,5364.38,1088.11,247.49
18,Male,Albuquerque,Current,5252.93,2739.01,2603.78,833.31
54,Male,San Jose,Savings,2868.97,4795.08,1332.82,4814.0
47,Female,Nashville,Savings,3513.47,4296.15,8396.42,1700.8
63,Female,Omaha,Current,5315.52,4689.77,3758.65,2346.72
23,Other,Tucson,Current,6984.08,7222.62,7255.75,3413.18
58,Male,Portland,Savings,3563.58,50.78,4677.19,4601.69
31,Female,Sacramento,Current,7019.26,3106.33,3455.44,744.13
53,Female,Indianapolis,Savings,9613.71,11975.94,5721.12,1134.29
50,Male,Louisville,Current,343.12,3167.08,5403.0,2798.12
55,Male,Fresno,Current,1721.99,404.63,8407.51,3304.63
56,Other,New York,Savings,9171.08,5594.23,7266.02,2175.54
23,Other,Milwaukee,Savings,808.54,3732.48,3793.84,3266.29
43,Other,Mesa,Savings,7673.96,12086.72,8255.03,57.11
41,Female,Tucson,Current,6277.38,10010.66,6382.83,988.06
50,Female,Tucson,Current,572.24,676.73,4056.2,4185.1
25,Female,Colorado Springs,Savings,107.2,-3943.95,8294.43,3779.5
61,Female,Seattle,Current,5069.79,5215.17,4331.3,3178.58
60,Female,El Paso,Current,1261.72,5332.81,1475.66,2743.77
51,Male,El Paso,Current,8734.93,13671.4,8909.89,1000.88
51,Other,Charlotte,Savings,4859.67,7269.25,5001.94,1358.77
41,Other,Detroit,Savings,2421.0,1278.78,3903.13,4821.14
19,Other,Baltimore,Current,1765.23,1822.99,9222.05,9.25
25,Other,Boston,Current,8374.15,7614.19,3266.62,2205.9
42,Male,Indianapolis,Current,7215.51,9739.38,9731.5,51.42
47,Female,Colorado Springs,Savings,7207.83,11242.69,1256.88,1711.83
49,Female,Columbus,Savings,944.54,5303.22,7027.39,1625.19
47,Female,San Francisco,Savings,6282.73,2861.76,1537.14,579.22
24,Other,Fort Worth,Savings,8707.88,8264.64,1817.94,347.15
65,Other,Memphis,Savings,7682.42,2725.61,9646.9,4260.77
41,Male,Albuquerque,Current,1269.75,-2468.3,9283.13,1620.95
26,Male,Las Vegas,Current,9497.87,11635.89,8594.3,2798.45
33,Female,San Jose,Savings,790.37,-3279.87,7110.65,3784.57
19,Female,Oklahoma City,Savings,5613.35,2666.37,5200.67,2693.8
52,Female,Charlotte,Savings,9455.62,6437.73,7102.98,2186.9
51,Female,Houston,Savings,8240.34,13097.14,6015.71,2445.7
39,Female,Fresno,Current,6840.21,10847.84,8669.75,4177.21
36,Female,Louisville,Current,8577.8,9895.93,7691.36,2653.9
66,Other,Los Angeles,Current,6765.49,5881.45,7128.9,919.83
69,Male,Baltimore,Current,643.99,1513.81,2739.19,929.02
38,Male,Detroit,Savings,3573.63,1295.66,6930.5,2507.15
29,Other,Detroit,Savings,4328.51,6277.44,5378.19,1008.74
28,Female,Oklahoma City,Savings,5509.13,3239.85,8001.92,3955.63
69,Female,Louisville,Current,2373.44,2050.58,5091.99,4368.8
36,Female,Oklahoma City,Current,8823.61,9841.97,5480.25,806.44
23,Male,Austin,Current,2364.14,6353.67,4736.06,2194.81
59,Male,Jacksonville,Current,6610.18,2819.75,9857.63,3750.73
31,Female,El Paso,Current,8778.41,6805.78,6343.44,418.36
50,Female,Atlanta,Savings,7354.85,5396.44,9202.53,2971.37
64,Other,Denver,Current,1446.53,-2973.75,8846.36,2750.66
55,Female,Seattle,Current,9518.8,8601.24,7774.91,3885.62
30,Other,Portland,Current,1009.97,-782.53,5540.57,4763.73
43,Female,Philadelphia,Savings,2080.67,5900.42,5846.12,2434.01
31,Female,Jacksonville,Current,1478.51,-1398.68,9408.55,1409.48
62,Female,Los Angeles,Current,6702.48,6391.76,3076.26,238.25
41,Other,Las Vegas,Savings,8093.36,8162.36,8054.1,4104.55
65,Other,Kansas City,Savings,2456.36,2561.84,3676.77,886.91
18,Other,Louisville,Savings,9794.56,13077.91,1524.93,4268.33
63,Male,Louisville,Current,1478.51,4594.73,4554.02,3081.2
62,Male,Colorado Springs,Current,3227.1,2994.99,5701.57,850.56
47,Female,Los Angeles,Current,4954.06,5622.55,2186.8,2394.79
27,Other,Phoenix,Current,8107.59,11723.16,7724.52,3177.27
27,Other,Austin,Savings,3827.77,2272.92,7680.31,3042.53
45,Female,Jacksonville,Savings,1880.97,6839.48,7576.06,96.03
21,Female,Los Angeles,Savings,4702.87,3133.57,3888.87,2942.69
31,Female,Charlotte,Savings,4817.3,6502.38,5480.17,4551.02
29,Female,Colorado Springs,Current,260.43,2363.59,2565.04,3156.92
55,Other,Atlanta,Savings,306.8,-3833.2,4941.75,2842.19
64,Male,San Antonio,Current,2848.62,5639.5,9597.78,3781.28
54,Other,Oklahoma City,Current,7438.09,3150.43,3722.44,2617.12
27,Male,Fresno,Savings,3723.3,1581.54,1440.37,3712.8
58,Female,Sacramento,Current,2190.92,5236.24,3811.48,868.7
44,Male,Fresno,Current,1218.45,1251.5,8516.05,4600.91
59,Other,Washington,Current,2877.17,-4.81,9161.27,2174.88
29,Other,Milwaukee,Savings,4866.25,4454.44,1085.87,1912.99
39,Other,El Paso,Current,1024.46,51.32,5322.74,3724.65
21,Other,Denver,Current,247.85,-4739.87,9533.05,2933.82
46,Other,Houston,Current,1360.34,-1829.19,2131.22,1211.06
53,Other,Las Vegas,Savings,7406.0,11753.58,1563.62,1355.25
62,Female,Oklahoma City,Current,4716.47,5012.52,7822.71,3186.59
31,Male,Colorado Springs,Current,4507.16,6436.12,6760.3,1953.49
29,Female,Louisville,Current,295.55,-4018.03,7490.7,2058.61
62,Male,Colorado Springs,Savings,7138.35,5078.54,3446.46,3375.16
37,Male,San Francisco,Savings,2098.9,3374.51,4630.04,3089.36
62,Male,Denver,Savings,999.57,-1410.55,6162.63,843.32
40,Other,Sacramento,Current,8436.13,10796.12,7850.26,4406.54
39,Other,Albuquerque,Current,4907.52,9861.04,3868.18,1641.57
51,Other,Colorado Springs,Current,7514.44,9293.42,4649.25,3350.14
38,Male,Sacramento,Current,8236.66,3449.5,5827.87,4617.07
68,Male,Baltimore,Current,9649.71,14210.75,1056.53,2199.18
26,Male,San Francisco,Savings,6274.63,4021.57,8622.68,2457.84
27,Female,Memphis,Savings,775.95,5501.41,6615.91,3375.31
66,Other,Philadelphia,Current,5621.11,1974.01,1741.48,1643.38
27,Other,San Francisco,Savings,5144.27,718.06,4180.87,1766.83
69,Other,San Francisco,Savings,669.88,5129.82,2611.91,2956.96
62,Female,Columbus,Current,3132.39,2695.94,1357.65,1570.47
69,Female,Las Vegas,Current,4180.56,8665.72,3799.61,1565.51
47,Female,Atlanta,Savings,1693.66,4146.67,8857.31,4006.54
50,Male,Omaha,Savings,186.74,3375.55,1606.29,168.49
19,Female,Colorado Springs,Current,7594.08,6084.5,8895.8,128.73
66,Male,Albuquerque,Current,8531.18,5300.04,2963.67,1473.43
49,Male,Mesa,Current,2368.11,2222.99,9597.93,3449.37
62,Other,Atlanta,Savings,137.62,-1724.57,2977.12,1528.24
34,Other,Columbus,Savings,8910.38,5763.72,8703.96,3146.07
45,Female,Portland,Current,1426.2,2418.6,9258.86,1431.36
62,Male,Denver,Current,4091.97,725.59,9298.95,153.29
34,Male,Milwaukee,Current,3723.07,7869.19,2113.77,3636.7
68,Male,Dallas,Current,1726.19,1922.5,7039.75,2716.5
31,Other,Kansas City,Current,6028.22,9051.93,8410.44,3221.18
69,Other,San Francisco,Savings,9193.57,12100.9,7623.45,886.43
27,Other,Denver,Savings,5185.86,9098.46,5261.36,3087.25
51,Other,Houston,Current,9731.83,6241.26,9472.24,4045.49
31,Other,Austin,Current,1988.64,-289.91,2618.38,701.95
34,Other,Washington,Current,8500.17,6721.11,8898.3,1415.08
54,Female,Houston,Savings,2643.39,-2285.0,3169.89,3958.71
39,Female,San Francisco,Current,2580.36,5094.23,5054.87,3218.87
35,Female,San Diego,Savings,1265.15,3310.72,5162.87,941.14
52,Female,Fresno,Savings,8649.97,13615.05,3604.75,1359.36
65,Male,Austin,Current,7278.08,8188.79,3557.06,4526.18
68,Other,Milwaukee,Current,3482.4,2543.59,4362.03,1889.19
35,Other,Austin,Current,3559.23,8441.83,1116.48,464.43
69,Female,Kansas City,Current,8463.47,11755.34,3177.62,3316.66
47,Male,Nashville,Current,9283.06,11886.56,9561.08,2007.94
54,Female,Baltimore,Savings,6064.02,5715.82,7472.14,3657.05
57,Other,Jacksonville,Savings,4127.71,2341.96,5002.07,563.63
23,Female,Detroit,Current,626.12,2798.46,1008.81,1537.03
32,Male,Portland,Current,1352.99,-1208.92,7372.86,1963.61
52,Other,San Diego,Current,1503.7,3692.17,5436.29,2873.34
43,Male,Colorado Springs,Current,2840.35,644.19,6906.64,925.09
58,Female,San Diego,Current,2644.62,7618.85,4548.96,1609.35
44,Other,San Diego,Savings,5474.53,10344.74,1007.0,3829.26
47,Male,Fresno,Savings,9446.59,9886.72,6252.76,943.73
28,Male,Indianapolis,Savings,8630.44,7779.01,8095.06,1900.02
69,Male,San Jose,Savings,5140.71,9849.34,2949.66,1957.65
41,Other,El Paso,Current,271.25,1873.05,6964.3,1038.88
31,Other,Fort Worth,Current,777.15,-2284.43,4163.62,4363.12
40,Female,Portland,Current,8617.47,4626.13,8498.45,2574.47
26,Female,Washington,Savings,2907.94,548.28,4940.79,1930.3
59,Other,Albuquerque,Savings,3249.1,3342.03,1564.2,3890.31
64,Male,Portland,Current,1483.8,5625.9,5763.05,183.72
35,Other,Los Angeles,Savings,2308.82,-1474.82,6468.78,4991.09
68,Other,Tucson,Current,2547.16,2763.91,3876.88,4804.82
56,Other,Detroit,Current,4179.73,8667.61,1698.48,438.03
36,Other,Louisville,Current,6269.14,1982.64,7778.27,4440.74
22,Female,Denver,Current,3596.25,4978.73,5867.96,1553.41
35,Female,Phoenix,Savings,4553.65,4143.75,2887.6,522.62
50,Male,Tucson,Current,1900.81,-121.03,2686.51,2850.89
61,Other,Oklahoma City,Current,658.26,5034.02,5913.6,4342.6
55,Other,Baltimore,Current,3547.58,5964.82,3786.7,798.35
30,Female,San Diego,Current,718.67,2133.74,7221.04,4851.0
66,Female,Kansas City,Current,3067.23,4233.74,4138.92,1456.72
26,Other,San Francisco,Savings,8392.23,6610.61,5234.23,2847.62
43,Female,New York,Current,3732.62,-1237.19,1537.49,3326.48
18,Other,Chicago,Current,2013.29,6406.63,5148.63,1753.55
29,Male,Detroit,Savings,9030.47,11770.21,1091.16,4389.68
41,Male,Milwaukee,Current,6429.56,10473.55,4246.11,4962.1
18,Male,San Diego,Current,9883.69,11471.88,3792.12,2041.99
21,Other,San Diego,Current,3072.49,-7.41,7806.04,725.73
24,Female,Sacramento,Current,2083.65,6448.68,7918.97,4422.69
69,Male,Colorado Springs,Current,3049.61,4894.36,4768.77,2629.72
45,Other,Louisville,Current,8143.67,12147.65,9782.88,3700.78
54,Male,Houston,Current,1600.13,-1475.34,3250.72,1791.1
69,Male,Indianapolis,Savings,2486.68,-593.96,2491.84,566.62
22,Female,San Jose,Current,7046.17,7261.24,8328.84,4296.4
56,Other,Oklahoma City,Current,7406.2,11903.51,5590.99,2415.33
49,Female,Phoenix,Current,9592.53,13475.49,2757.87,545.32
66,Female,Atlanta,Savings,9803.5,9611.51,3996.4,936.79
48,Female,Oklahoma City,Current,6668.96,9726.58,1851.86,3707.64
61,Male,Las Vegas,Current,3691.67,-40.38,7265.97,4379.11
32,Male,Mesa,Current,4584.84,8562.5,5471.12,1385.89
20,Male,Fresno,Savings,4448.75,4900.6,6078.35,1401.95
66,Other,Fresno,Current,3935.04,7138.34,1669.07,508.46
63,Female,Denver,Savings,3448.63,2276.08,7293.85,2094.35
64,Male,San Francisco,Savings,1762.21,4024.88,3644.43,4457.09
64,Female,Phoenix,Current,3724.97,1087.96,2440.12,821.7
32,Female,Boston,Current,9695.37,9841.82,4822.11,3895.8
68,Female,Seattle,Savings,8833.35,10338.05,8691.07,1094.48
60,Female,San Diego,Current,6211.53,2222.29,4343.78,1013.07
35,Female,Portland,Savings,2008.78,6222.1,1981.26,74.72
38,Male,Charlotte,Current,8798.78,10455.53,9479.61,3348.65
27,Other,San Jose,Savings,3187.47,5402.04,6752.87,1934.39
38,Other,Indianapolis,Savings,5502.58,9660.24,3714.26,4868.75
43,Other,Washington,Current,9126.77,8114.84,6246.48,258.32
58,Other,Oklahoma City,Savings,3413.43,-244.14,1812.88,329.69
20,Female,San Jose,Current,9142.09,7099.56,6078.43,1422.27
18,Male,Oklahoma City,Savings,2427.77,7363.42,8373.95,2688.87
38,Male,Los Angeles,Savings,9294.16,6281.27,2245.35,3742.16
28,Female,Sacramento,Current,3650.79,4399.68,8511.57,1515.1
33,Female,Denver,Savings,3808.55,4676.15,5976.09,1667.73
52,Male,Atlanta,Savings,5574.78,5428.52,2731.33,3596.72
38,Male,Philadelphia,Current,3535.56,7112.55,2901.63,1848.91
58,Other,Columbus,Savings,4554.83,6777.06,8948.17,3262.8
28,Other,Houston,Savings,5063.11,4998.38,5281.8,1570.98
48,Other,Washington,Savings,4961.09,4445.0,3545.63,4958.24
66,Male,Colorado Springs,Savings,9614.98,11069.19,3272.27,4583.2
18,Other,Mesa,Savings,2889.71,5016.06,4601.16,2933.3
58,Male,Fresno,Current,2917.34,7610.19,7999.41,4804.63
49,Male,Portland,Current,8395.42,11106.47,1240.62,2808.93
20,Female,San Antonio,Current,3980.89,8453.13,1969.21,4255.73
49,Male,Chicago,Savings,824.65,-435.5,5002.13,4763.12
59,Female,Tucson,Current,4864.41,6532.25,9169.6,4879.21
22,Female,Los Angeles,Savings,5547.27,1142.08,8952.41,4859.41
60,Male,Indianapolis,Current,6215.16,3753.26,8031.1,4365.09
54,Male,Boston,Current,2427.42,5382.32,9809.56,1974.66
29,Other,Charlotte,Savings,9735.27,12610.42,1968.09,4960.45
31,Male,Las Vegas,Current,7396.48,4166.06,8950.95,3897.66
61,Other,Charlotte,Savings,7229.39,10178.26,1180.09,4256.4
68,Other,Milwaukee,Savings,8741.44,5266.55,4735.57,3997.44
26,Male,Columbus,Savings,358.66,-386.26,3029.74,2864.73
24,Other,Columbus,Savings,6170.11,9726.15,4265.79,2705.97
33,Female,Philadelphia,Current,8196.59,7435.11,9765.71,2070.06
45,Female,Columbus,Savings,440.3,-1268.39,3961.28,626.48
24,Male,San Francisco,Savings,7585.84,11744.26,6665.95,3147.05
31,Male,Seattle,Savings,9898.0,12940.84,7195.24,1607.41
49,Male,Oklahoma City,Savings,5974.76,10810.92,5945.99,959.73
25,Female,San Francisco,Current,4304.45,3035.48,1818.91,1309.12
44,Other,Indianapolis,Savings,4590.72,9195.22,8704.16,1935.96
67,Female,Omaha,Current,6826.86,10040.06,8085.77,39.12
20,Other,Colorado Springs,Current,5742.56,7595.06,7745.63,1745.93
44,Other,Albuquerque,Savings,7896.95,11833.03,9194.21,3186.73
47,Male,Dallas,Current,4274.21,9049.0,4126.37,1001.88
51,Male,Portland,Savings,4231.51,8131.52,6184.62,1062.6
43,Male,Tucson,Savings,7485.06,7527.36,8049.5,785.71
54,Female,Jacksonville,Savings,6490.63,6429.39,4999.97,1192.76
57,Female,San Francisco,Current,7803.17,8442.75,9667.36,131.77
68,Female,Mesa,Savings,8882.92,4627.8,8638.18,4892.36
39,Male,San Francisco,Current,2707.72,-1046.01,5775.62,342.61
49,Male,Seattle,Savings,3218.86,16.39,2325.93,3641.26
